Opmode; comp.;tech_ID;MITRE_ID;tech_name;tactic;platforms;CVSS_Exp;Impact;Detectability;Risk;Rating;Mitigations
Mode 1;Engineer PC;IT-Tech-73;T1574.007;Path Interception by PATH Environment Variable;persistence; ['Windows'];2,515145325;0,0830555555555556;0,5;0,10444839613541673;Low;['Restrict File and Directory Permissions', 'Execution Prevention', 'Audit'];
Mode 1;Engineer PC;IT-Tech-74;T1574.007;Path Interception by PATH Environment Variable;privilege-escalation; ['Windows'];2,515145325;0,0830555555555556;0,5;0,10444839613541673;Low;['Restrict File and Directory Permissions', 'Execution Prevention', 'Audit'];
Mode 1;Engineer PC;IT-Tech-75;T1574.007;Path Interception by PATH Environment Variable;defense-evasion; ['Windows'];2,515145325;0,0;0,5;0,0;Low;['Restrict File and Directory Permissions', 'Execution Prevention', 'Audit'];
Mode 1;Engineer PC;IT-Tech-76;T1574.009;Path Interception by Unquoted Path;persistence; ['Windows'];2,515145325;0,0830555555555556;0,5;0,10444839613541673;Low;['Restrict File and Directory Permissions', 'Execution Prevention', 'Audit'];
Mode 1;Engineer PC;IT-Tech-77;T1574.009;Path Interception by Unquoted Path;privilege-escalation; ['Windows'];2,515145325;0,0830555555555556;0,5;0,10444839613541673;Low;['Restrict File and Directory Permissions', 'Execution Prevention', 'Audit'];
Mode 1;Engineer PC;IT-Tech-78;T1574.009;Path Interception by Unquoted Path;defense-evasion; ['Windows'];2,515145325;0,0;0,5;0,0;Low;['Restrict File and Directory Permissions', 'Execution Prevention', 'Audit'];
Mode 1;Engineer PC;IT-Tech-79;T1574.011;Services Registry Permissions Weakness;persistence; ['Windows'];1,83457659;0,0830555555555556;1;0,15237177789166675;Low;['Restrict Registry Permissions'];
Mode 1;Engineer PC;IT-Tech-80;T1574.011;Services Registry Permissions Weakness;privilege-escalation; ['Windows'];1,83457659;0,0830555555555556;1;0,15237177789166675;Low;['Restrict Registry Permissions'];
Mode 1;Engineer PC;IT-Tech-81;T1574.011;Services Registry Permissions Weakness;defense-evasion; ['Windows'];1,83457659;0,0;1;0,0;Low;['Restrict Registry Permissions'];
Mode 1;Engineer PC;IT-Tech-82;T1574.005;Executable Installer File Permissions Weakness;persistence; ['Windows'];1,83457659;0,0830555555555556;0,5;0,07618588894583338;Low;['Audit', 'User Account Management', 'User Account Control'];
Mode 1;Engineer PC;IT-Tech-83;T1574.005;Executable Installer File Permissions Weakness;privilege-escalation; ['Windows'];1,83457659;0,0830555555555556;0,5;0,07618588894583338;Low;['Audit', 'User Account Management', 'User Account Control'];
Mode 1;Engineer PC;IT-Tech-84;T1574.005;Executable Installer File Permissions Weakness;defense-evasion; ['Windows'];1,83457659;0,0;0,5;0,0;Low;['Audit', 'User Account Management', 'User Account Control'];
Mode 1;Engineer PC;IT-Tech-85;T1574.010;Services File Permissions Weakness;persistence; ['Windows'];1,83457659;0,0830555555555556;0,5;0,07618588894583338;Low;['Audit', 'User Account Management', 'User Account Control'];
Mode 1;Engineer PC;IT-Tech-86;T1574.010;Services File Permissions Weakness;privilege-escalation; ['Windows'];1,83457659;0,0830555555555556;0,5;0,07618588894583338;Low;['Audit', 'User Account Management', 'User Account Control'];
Mode 1;Engineer PC;IT-Tech-87;T1574.010;Services File Permissions Weakness;defense-evasion; ['Windows'];1,83457659;0,0;0,5;0,0;Low;['Audit', 'User Account Management', 'User Account Control'];
Mode 1;Engineer PC;IT-Tech-88;T1574;Hijack Execution Flow;persistence; ['Linux', 'macOS', 'Windows'];2,515145325;0,0830555555555556;0,5;0,10444839613541673;Low;['User Account Management', 'Execution Prevention', 'Audit', 'Update Software', 'User Account Control', 'Restrict Registry Permissions', 'Restrict File and Directory Permissions', 'Application Developer Guidance', 'Restrict Library Loading'];
Mode 1;Engineer PC;IT-Tech-89;T1574;Hijack Execution Flow;privilege-escalation; ['Linux', 'macOS', 'Windows'];2,515145325;0,0830555555555556;0,5;0,10444839613541673;Low;['User Account Management', 'Execution Prevention', 'Audit', 'Update Software', 'User Account Control', 'Restrict Registry Permissions', 'Restrict File and Directory Permissions', 'Application Developer Guidance', 'Restrict Library Loading'];
Mode 1;Engineer PC;IT-Tech-90;T1574;Hijack Execution Flow;defense-evasion; ['Linux', 'macOS', 'Windows'];2,515145325;0,0;0,5;0,0;Low;['User Account Management', 'Execution Prevention', 'Audit', 'Update Software', 'User Account Control', 'Restrict Registry Permissions', 'Restrict File and Directory Permissions', 'Application Developer Guidance', 'Restrict Library Loading'];
Mode 1;Engineer PC;IT-Tech-91;T1069.001;Local Groups;discovery; ['Linux', 'macOS', 'Windows'];1,83457659;0,4268888891399998;1;0,7831603625473488;Low;[];
Mode 1;Engineer PC;IT-Tech-92;T1570;Lateral Tool Transfer;lateral-movement; ['Linux', 'macOS', 'Windows'];2,83525473;0,0;0,6;0,0;Low;['Network Intrusion Prevention', 'Filter Network Traffic'];
Mode 1;Engineer PC;IT-Tech-93;T1568.003;DNS Calculation;command-and-control; ['Linux', 'macOS', 'Windows'];2,515145325;0,791666666666667;1;1,991156715625001;Low;[];
Mode 1;Engineer PC;IT-Tech-94;T1204.002;Malicious File;execution; ['Linux', 'macOS', 'Windows'];1,338161748;0,0;0,55;0,0;Low;['Execution Prevention', 'Behavior Prevention on Endpoint', 'User Training'];
Mode 1;Engineer PC;IT-Tech-95;T1204.001;Malicious Link;execution; ['Linux', 'macOS', 'Windows'];1,338161748;0,0;0,65;0,0;Low;['Restrict Web-Based Content', 'Network Intrusion Prevention', 'User Training'];
Mode 1;Engineer PC;IT-Tech-96;T1195.003;Compromise Hardware Supply Chain;initial-access; ['Linux', 'macOS', 'Windows'];0,9145983;0,9268888891399998;0,5;0,4238655011481661;Low;['Boot Integrity'];
Mode 1;Engineer PC;IT-Tech-97;T1195.002;Compromise Software Supply Chain;initial-access; ['Linux', 'macOS', 'Windows'];3,887042775;0,9268888891399998;0,5;1,801428379879706;Low;['Vulnerability Scanning', 'Update Software'];
Mode 1;Engineer PC;IT-Tech-98;T1195.001;Compromise Software Dependencies and Development Tools;initial-access; ['Linux', 'macOS', 'Windows'];3,887042775;0,9268888891399998;0,5;1,801428379879706;Low;['Vulnerability Scanning', 'Update Software'];
Mode 1;Engineer PC;IT-Tech-99;T1568.001;Fast Flux DNS;command-and-control; ['Linux', 'macOS', 'Windows'];2,515145325;0,791666666666667;1;1,991156715625001;Low;[];
Mode 1;Engineer PC;IT-Tech-100;T1052.001;Exfiltration over USB;exfiltration; ['Linux', 'macOS', 'Windows'];1,83457659;0,4268888891399998;0,6;0,46989621752840927;Low;['Disable or Remove Feature or Program', 'Data Loss Prevention', 'Limit Hardware Installation'];
Mode 1;Engineer PC;IT-Tech-101;T1569.002;Service Execution;execution; ['Windows'];1,234707705;0,0;0,5;0,0;Low;['Restrict File and Directory Permissions', 'Privileged Account Management', 'Behavior Prevention on Endpoint'];
Mode 1;Engineer PC;IT-Tech-102;T1569;System Services;execution; ['Windows', 'macOS'];1,83457659;0,0;0,5;0,0;Low;['Restrict File and Directory Permissions', 'Privileged Account Management', 'Behavior Prevention on Endpoint', 'User Account Management'];
Mode 1;Engineer PC;IT-Tech-103;T1568.002;Domain Generation Algorithms;command-and-control; ['Linux', 'macOS', 'Windows'];2,83525473;0,791666666666667;1;2,244576661250001;Low;['Domain Generation Algorithms Mitigation', 'Restrict Web-Based Content', 'Network Intrusion Prevention'];
Mode 1;Engineer PC;IT-Tech-104;T1568;Dynamic Resolution;command-and-control; ['Linux', 'macOS', 'Windows'];1,83457659;0,791666666666667;1;1,4523731337500005;Low;['Restrict Web-Based Content', 'Network Intrusion Prevention'];
Mode 1;Engineer PC;IT-Tech-105;T1011.001;Exfiltration Over Bluetooth;exfiltration; ['Linux', 'macOS', 'Windows'];2,515145325;0,4268888891399998;1;1,0736875938149137;Low;['Disable or Remove Feature or Program', 'Operating System Configuration'];
Mode 1;Engineer PC;IT-Tech-106;T1567.002;Exfiltration to Cloud Storage;exfiltration; ['Linux', 'macOS', 'Windows'];3,887042775;0,4268888891399998;1;1,659335372259412;Low;['Restrict Web-Based Content'];
Mode 1;Engineer PC;IT-Tech-107;T1567.001;Exfiltration to Code Repository;exfiltration; ['Linux', 'macOS', 'Windows'];3,887042775;0,4268888891399998;1;1,659335372259412;Low;['Restrict Web-Based Content'];
Mode 1;Engineer PC;IT-Tech-108;T1059.006;Python;execution; ['Linux', 'Windows', 'macOS'];0,798928515;0,0;0,6;0,0;Low;['Execution Prevention', 'Audit', 'Antivirus/Antimalware', 'Limit Software Installation'];
Mode 1;Engineer PC;IT-Tech-109;T1059.005;Visual Basic;execution; ['Windows', 'macOS', 'Linux'];1,83457659;0,0;0,65;0,0;Low;['Behavior Prevention on Endpoint', 'Disable or Remove Feature or Program', 'Execution Prevention', 'Antivirus/Antimalware', 'Restrict Web-Based Content'];
Mode 1;Engineer PC;IT-Tech-110;T1059.003;Windows Command Shell;execution; ['Windows'];1,83457659;0,0;1;0,0;Low;['Execution Prevention'];
Mode 1;Engineer PC;IT-Tech-111;T1059.001;PowerShell;execution; ['Windows'];2,83525473;0,0;0,5;0,0;Low;['Disable or Remove Feature or Program', 'Execution Prevention', 'Code Signing', 'Antivirus/Antimalware', 'Privileged Account Management'];
Mode 1;Engineer PC;IT-Tech-112;T1567;Exfiltration Over Web Service;exfiltration; ['Linux', 'macOS', 'Windows'];3,887042775;0,4268888891399998;1;1,659335372259412;Low;['Data Loss Prevention', 'Restrict Web-Based Content'];
Mode 1;Engineer PC;IT-Tech-113;T1497.003;Time Based Evasion;defense-evasion; ['Linux', 'macOS', 'Windows'];2,515145325;0,0;1;0,0;Low;[];
Mode 1;Engineer PC;IT-Tech-114;T1497.003;Time Based Evasion;discovery; ['Linux', 'macOS', 'Windows'];2,515145325;0,4268888891399998;1;1,0736875938149137;Low;[];
Mode 1;Engineer PC;IT-Tech-115;T1497.002;User Activity Based Checks;defense-evasion; ['Linux', 'macOS', 'Windows'];2,515145325;0,0;1;0,0;Low;[];
Mode 1;Engineer PC;IT-Tech-116;T1497.002;User Activity Based Checks;discovery; ['Linux', 'macOS', 'Windows'];2,515145325;0,4268888891399998;1;1,0736875938149137;Low;[];
Mode 1;Engineer PC;IT-Tech-117;T1497.001;System Checks;defense-evasion; ['Linux', 'macOS', 'Windows'];2,515145325;0,0;1;0,0;Low;[];
Mode 1;Engineer PC;IT-Tech-118;T1497.001;System Checks;discovery; ['Linux', 'macOS', 'Windows'];2,515145325;0,4268888891399998;1;1,0736875938149137;Low;[];
Mode 1;Engineer PC;IT-Tech-119;T1498.002;Reflection Amplification;impact; ['macOS', 'Windows', 'Linux', 'AWS', 'Office 365', 'Azure AD', 'GCP', 'Azure', 'SaaS'];3,887042775;0,791666666666667;0,6;1,8463453181250007;Low;['Filter Network Traffic'];
Mode 1;Engineer PC;IT-Tech-120;T1498.001;Direct Network Flood;impact; ['Linux', 'macOS', 'Windows', 'AWS', 'GCP', 'Azure AD', 'SaaS', 'Azure', 'Office 365'];3,887042775;1,2185555558066667;0,6;2,8419465414806475;Low;['Filter Network Traffic'];
Mode 1;Engineer PC;IT-Tech-121;T1566.003;Spearphishing via Service;initial-access; ['Linux', 'macOS', 'Windows'];1,83457659;0,9268888891399998;0,65;1,1052916274057767;Low;['Antivirus/Antimalware', 'Restrict Web-Based Content', 'User Training'];
Mode 1;Engineer PC;IT-Tech-122;T1566.002;Spearphishing Link;initial-access; ['Linux', 'macOS', 'Windows', 'Office 365', 'SaaS'];2,83525473;0,9268888891399998;0,65;1,7081779696271093;Low;['Software Configuration', 'Restrict Web-Based Content', 'User Training'];
Mode 1;Engineer PC;IT-Tech-123;T1566.001;Spearphishing Attachment;initial-access; ['macOS', 'Windows', 'Linux'];2,83525473;0,9268888891399998;0,65;1,7081779696271093;Low;['Network Intrusion Prevention', 'Software Configuration', 'Antivirus/Antimalware', 'Restrict Web-Based Content', 'User Training'];
Mode 1;Engineer PC;IT-Tech-124;T1566;Phishing;initial-access; ['Linux', 'macOS', 'Windows', 'SaaS', 'Office 365'];2,83525473;0,9268888891399998;0,65;1,7081779696271093;Low;['Network Intrusion Prevention', 'Software Configuration', 'Antivirus/Antimalware', 'Restrict Web-Based Content', 'User Training'];
Mode 1;Engineer PC;IT-Tech-125;T1565.003;Runtime Data Manipulation;impact; ['Linux', 'macOS', 'Windows'];1,83457659;0,791666666666667;0,5;0,7261865668750003;Low;['Restrict File and Directory Permissions', 'Network Segmentation'];
Mode 1;Engineer PC;IT-Tech-126;T1565.002;Transmitted Data Manipulation;impact; ['Linux', 'macOS', 'Windows'];2,83525473;1,2185555558066667;1;3,4549154033686307;Low;['Encrypt Sensitive Information'];
Mode 1;Engineer PC;IT-Tech-127;T1565.001;Stored Data Manipulation;impact; ['Linux', 'macOS', 'Windows'];1,83457659;0,9268888891399998;0,5;0,8502243287736744;Low;['Remote Data Storage', 'Restrict File and Directory Permissions', 'Encrypt Sensitive Information'];
Mode 1;Engineer PC;IT-Tech-128;T1565;Data Manipulation;impact; ['Linux', 'macOS', 'Windows'];2,83525473;1,2185555558066667;0,5;1,7274577016843153;Low;['Restrict File and Directory Permissions', 'Network Segmentation', 'Remote Data Storage', 'Encrypt Sensitive Information'];
Mode 1;Engineer PC;IT-Tech-129;T1564.001;Hidden Files and Directories;defense-evasion; ['Windows', 'macOS', 'Linux'];1,83457659;0,0;1;0,0;Low;[];
Mode 1;Engineer PC;IT-Tech-130;T1564;Hide Artifacts;defense-evasion; ['Linux', 'macOS', 'Windows'];2,515145325;0,0;1;0,0;Low;[];
Mode 1;Engineer PC;IT-Tech-131;T1563.002;RDP Hijacking;lateral-movement; ['Windows'];0,900610326;0,0;0,5;0,0;Low;['User Account Management', 'Disable or Remove Feature or Program', 'Audit', 'Network Segmentation', 'Operating System Configuration', 'Privileged Account Management', 'Limit Access to Resource Over Network'];
Mode 1;Engineer PC;IT-Tech-132;T1563;Remote Service Session Hijacking;lateral-movement; ['Linux', 'macOS', 'Windows'];1,234707705;0,0;0,5;0,0;Low;['Disable or Remove Feature or Program', 'Network Segmentation', 'Privileged Account Management', 'User Account Management'];
Mode 1;Engineer PC;IT-Tech-133;T1518.001;Security Software Discovery;discovery; ['Linux', 'macOS', 'Windows', 'AWS', 'GCP', 'Azure', 'Office 365', 'Azure AD', 'SaaS'];1,83457659;0,4268888891399998;1;0,7831603625473488;Low;[];
Mode 1;Engineer PC;IT-Tech-134;T1069.002;Domain Groups;discovery; ['Linux', 'macOS', 'Windows'];1,83457659;0,4268888891399998;1;0,7831603625473488;Low;[];
Mode 1;Engineer PC;IT-Tech-135;T1087.003;Email Account;discovery; ['Windows', 'Office 365'];1,83457659;0,4268888891399998;1;0,7831603625473488;Low;[];
Mode 1;Engineer PC;IT-Tech-136;T1087.002;Domain Account;discovery; ['Linux', 'macOS', 'Windows'];1,83457659;0,4268888891399998;0,5;0,3915801812736744;Low;['Operating System Configuration', 'Network Segmentation', 'Multi-factor Authentication', 'Privileged Account Management'];
Mode 1;Engineer PC;IT-Tech-137;T1087.001;Local Account;discovery; ['Linux', 'macOS', 'Windows'];1,83457659;0,4268888891399998;0,5;0,3915801812736744;Low;['Operating System Configuration', 'Multi-factor Authentication', 'Privileged Account Management'];
Mode 1;Engineer PC;IT-Tech-138;T1553.004;Install Root Certificate;defense-evasion; ['Linux', 'macOS', 'Windows'];1,338161748;0,0;1;0,0;Low;['Software Configuration', 'Operating System Configuration'];
Mode 1;Engineer PC;IT-Tech-139;T1562.004;Disable or Modify System Firewall;defense-evasion; ['Linux', 'macOS', 'Windows'];2,515145325;0,0;0,5;0,0;Low;['Restrict File and Directory Permissions', 'Restrict Registry Permissions', 'User Account Management'];
Mode 1;Engineer PC;IT-Tech-140;T1562.003;Impair Command History Logging;defense-evasion; ['Linux', 'macOS', 'Windows'];1,83457659;0,0;1;0,0;Low;['Environment Variable Permissions', 'Operating System Configuration'];
Mode 1;Engineer PC;IT-Tech-141;T1562.002;Disable Windows Event Logging;defense-evasion; ['Windows'];0,798928515;0,0;0,5;0,0;Low;['Restrict File and Directory Permissions', 'Restrict Registry Permissions', 'User Account Management', 'Audit'];
Mode 1;Engineer PC;IT-Tech-142;T1562.001;Disable or Modify Tools;defense-evasion; ['Windows', 'macOS', 'Linux'];1,83457659;0,0;0,5;0,0;Low;['Restrict File and Directory Permissions', 'Restrict Registry Permissions', 'User Account Management'];
Mode 1;Engineer PC;IT-Tech-143;T1562;Impair Defenses;defense-evasion; ['Linux', 'Windows', 'macOS', 'AWS', 'GCP', 'Azure'];1,83457659;0,0;0,5;0,0;Low;['Restrict File and Directory Permissions', 'Restrict Registry Permissions', 'User Account Management'];
Mode 1;Engineer PC;IT-Tech-144;T1003.004;LSA Secrets;credential-access; ['Windows'];0,798928515;0,4268888891399998;0,55;0,18757953844884082;Low;['Privileged Account Management', 'Password Policies', 'User Training'];
Mode 1;Engineer PC;IT-Tech-145;T1003.005;Cached Domain Credentials;credential-access; ['Windows'];0,798928515;0,4268888891399998;0,55;0,18757953844884082;Low;['Active Directory Configuration', 'Operating System Configuration', 'User Training', 'Privileged Account Management', 'Password Policies'];
Mode 1;Engineer PC;IT-Tech-146;T1561.002;Disk Structure Wipe;impact; ['Linux', 'macOS', 'Windows'];1,83457659;0,9268888891399998;0,5;0,8502243287736744;Low;['Data Backup'];
Mode 1;Engineer PC;IT-Tech-147;T1561.001;Disk Content Wipe;impact; ['Linux', 'macOS', 'Windows'];1,83457659;0,9268888891399998;0,5;0,8502243287736744;Low;['Data Backup'];
Mode 1;Engineer PC;IT-Tech-148;T1561;Disk Wipe;impact; ['Linux', 'macOS', 'Windows'];1,83457659;0,9268888891399998;0,5;0,8502243287736744;Low;['Data Backup'];
Mode 1;Engineer PC;IT-Tech-149;T1560.003;Archive via Custom Method;collection; ['Linux', 'macOS', 'Windows'];2,515145325;0,0;1;0,0;Low;[];
Mode 1;Engineer PC;IT-Tech-150;T1560.002;Archive via Library;collection; ['Linux', 'macOS', 'Windows'];2,515145325;0,0;1;0,0;Low;[];
Mode 1;Engineer PC;IT-Tech-151;T1560.001;Archive via Utility;collection; ['Linux', 'macOS', 'Windows'];2,515145325;0,0;0,5;0,0;Low;['Audit'];
Mode 1;Engineer PC;IT-Tech-152;T1560;Archive Collected Data;collection; ['Linux', 'macOS', 'Windows'];2,515145325;0,0;0,5;0,0;Low;['Audit'];
Mode 1;Engineer PC;IT-Tech-153;T1499.004;Application or System Exploitation;impact; ['Linux', 'macOS', 'Windows', 'AWS', 'GCP', 'Azure', 'Office 365', 'Azure AD', 'SaaS'];2,515145325;1,2185555558066667;0,6;1,8389065856639488;Low;['Filter Network Traffic'];
Mode 1;Engineer PC;IT-Tech-154;T1499.003;Application Exhaustion Flood;impact; ['Linux', 'macOS', 'Windows', 'AWS', 'GCP', 'Azure', 'Office 365', 'Azure AD', 'SaaS'];2,515145325;0,791666666666667;0,6;1,1946940293750006;Low;['Endpoint Denial of Service Mitigation', 'Filter Network Traffic'];
Mode 1;Engineer PC;IT-Tech-155;T1499.002;Service Exhaustion Flood;impact; ['Linux', 'macOS', 'Windows', 'AWS', 'GCP', 'Azure', 'Office 365', 'Azure AD', 'SaaS'];3,887042775;0,791666666666667;0,6;1,8463453181250007;Low;['Endpoint Denial of Service Mitigation', 'Filter Network Traffic'];
Mode 1;Engineer PC;IT-Tech-156;T1499.001;OS Exhaustion Flood;impact; ['Linux', 'macOS', 'Windows'];3,887042775;0,791666666666667;0,6;1,8463453181250007;Low;['Endpoint Denial of Service Mitigation', 'Filter Network Traffic'];
Mode 1;Engineer PC;IT-Tech-157;T1491.002;External Defacement;impact; ['Linux', 'macOS', 'Windows', 'AWS', 'GCP', 'Azure'];3,887042775;0,0;0,5;0,0;Low;['Data Backup'];
Mode 1;Engineer PC;IT-Tech-158;T1491.001;Internal Defacement;impact; ['Linux', 'macOS', 'Windows'];3,887042775;0,0;0,5;0,0;Low;['Defacement Mitigation', 'Data Backup'];
Mode 1;Engineer PC;IT-Tech-159;T1114.003;Email Forwarding Rule;collection; ['Office 365', 'Windows'];1,83457659;0,0;0,5;0,0;Low;['Encrypt Sensitive Information', 'Audit', 'Disable or Remove Feature or Program'];
Mode 1;Engineer PC;IT-Tech-160;T1114.002;Remote Email Collection;collection; ['Office 365', 'Windows'];3,887042775;0,0;1;0,0;Low;['Encrypt Sensitive Information', 'Multi-factor Authentication'];
Mode 1;Engineer PC;IT-Tech-161;T1114.001;Local Email Collection;collection; ['Windows'];1,83457659;0,0;1;0,0;Low;['Encrypt Sensitive Information'];
Mode 1;Engineer PC;IT-Tech-162;T1134.005;SID-History Injection;defense-evasion; ['Windows'];0,798928515;0,0;1;0,0;Low;['Active Directory Configuration'];
Mode 1;Engineer PC;IT-Tech-163;T1134.005;SID-History Injection;privilege-escalation; ['Windows'];0,798928515;0,0830555555555556;1;0,06635545166250004;Low;['Active Directory Configuration'];
Mode 1;Engineer PC;IT-Tech-164;T1134.004;Parent PID Spoofing;defense-evasion; ['Windows'];1,83457659;0,0;1;0,0;Low;[];
Mode 1;Engineer PC;IT-Tech-165;T1134.004;Parent PID Spoofing;privilege-escalation; ['Windows'];1,83457659;0,0830555555555556;1;0,15237177789166675;Low;[];
Mode 1;Engineer PC;IT-Tech-166;T1134.003;Make and Impersonate Token;defense-evasion; ['Windows'];1,83457659;0,0;0,5;0,0;Low;['Privileged Account Management', 'User Account Management'];
Mode 1;Engineer PC;IT-Tech-167;T1134.003;Make and Impersonate Token;privilege-escalation; ['Windows'];1,83457659;0,0830555555555556;0,5;0,07618588894583338;Low;['Privileged Account Management', 'User Account Management'];
Mode 1;Engineer PC;IT-Tech-168;T1134.002;Create Process with Token;defense-evasion; ['Windows'];2,515145325;0,0;0,5;0,0;Low;['Privileged Account Management', 'User Account Management'];
Mode 1;Engineer PC;IT-Tech-169;T1134.002;Create Process with Token;privilege-escalation; ['Windows'];2,515145325;0,0830555555555556;0,5;0,10444839613541673;Low;['Privileged Account Management', 'User Account Management'];
Mode 1;Engineer PC;IT-Tech-170;T1134.001;Token Impersonation/Theft;defense-evasion; ['Windows'];2,515145325;0,0;0,5;0,0;Low;['Privileged Account Management', 'User Account Management'];
Mode 1;Engineer PC;IT-Tech-171;T1134.001;Token Impersonation/Theft;privilege-escalation; ['Windows'];2,515145325;0,0830555555555556;0,5;0,10444839613541673;Low;['Privileged Account Management', 'User Account Management'];
Mode 1;Engineer PC;IT-Tech-172;T1213.002;Sharepoint;collection; ['Windows', 'Office 365'];1,83457659;0,0;0,55;0,0;Low;['Audit', 'User Account Management', 'User Training'];
Mode 1;Engineer PC;IT-Tech-173;T1555.003;Credentials from Web Browsers;credential-access; ['Linux', 'macOS', 'Windows'];1,83457659;0,4268888891399998;0,5;0,3915801812736744;Low;['Password Policies'];
Mode 1;Engineer PC;IT-Tech-174;T1559.002;Dynamic Data Exchange;execution; ['Windows'];1,83457659;0,0;0,5;0,0;Low;['Disable or Remove Feature or Program', 'Application Isolation and Sandboxing', 'Behavior Prevention on Endpoint', 'Software Configuration'];
Mode 1;Engineer PC;IT-Tech-175;T1559.001;Component Object Model;execution; ['Windows'];2,515145325;0,0;0,5;0,0;Low;['Privileged Account Management', 'Application Isolation and Sandboxing'];
Mode 1;Engineer PC;IT-Tech-176;T1559;Inter-Process Communication;execution; ['Windows'];1,83457659;0,0;0,5;0,0;Low;['Behavior Prevention on Endpoint', 'Disable or Remove Feature or Program', 'Software Configuration', 'Application Isolation and Sandboxing', 'Privileged Account Management'];
Mode 1;Engineer PC;IT-Tech-177;T1558.002;Silver Ticket;credential-access; ['Windows'];1,83457659;0,4268888891399998;0,5;0,3915801812736744;Low;['Encrypt Sensitive Information', 'Privileged Account Management', 'Password Policies'];
Mode 1;Engineer PC;IT-Tech-178;T1558.001;Golden Ticket;credential-access; ['Windows'];1,83457659;0,4268888891399998;0,5;0,3915801812736744;Low;['Privileged Account Management', 'Active Directory Configuration'];
Mode 1;Engineer PC;IT-Tech-179;T1558;Steal or Forge Kerberos Tickets;credential-access; ['Windows'];2,83525473;0,4268888891399998;0,5;0,605169371059315;Low;['Encrypt Sensitive Information', 'Privileged Account Management', 'Active Directory Configuration', 'Password Policies'];
Mode 1;Engineer PC;IT-Tech-180;T1557.001;LLMNR/NBT-NS Poisoning and SMB Relay;credential-access; ['Windows'];2,83525473;0,4268888891399998;0,6;0,726203245271178;Low;['Disable or Remove Feature or Program', 'Network Segmentation', 'Filter Network Traffic', 'Network Intrusion Prevention'];
Mode 1;Engineer PC;IT-Tech-181;T1557.001;LLMNR/NBT-NS Poisoning and SMB Relay;collection; ['Windows'];2,83525473;0,0;0,6;0,0;Low;['Disable or Remove Feature or Program', 'Network Segmentation', 'Filter Network Traffic', 'Network Intrusion Prevention'];
Mode 1;Engineer PC;IT-Tech-182;T1557;Adversary-in-the-Middle;credential-access; ['Windows', 'macOS', 'Linux'];2,83525473;0,4268888891399998;0,6;0,726203245271178;Low;['Encrypt Sensitive Information', 'Disable or Remove Feature or Program', 'Filter Network Traffic', 'Network Intrusion Prevention', 'Network Segmentation', 'User Training', 'Limit Access to Resource Over Network'];
Mode 1;Engineer PC;IT-Tech-183;T1557;Adversary-in-the-Middle;collection; ['Windows', 'macOS', 'Linux'];2,83525473;0,0;0,6;0,0;Low;['Encrypt Sensitive Information', 'Disable or Remove Feature or Program', 'Filter Network Traffic', 'Network Intrusion Prevention', 'Network Segmentation', 'User Training', 'Limit Access to Resource Over Network'];
Mode 1;Engineer PC;IT-Tech-184;T1556.002;Password Filter DLL;credential-access; ['Windows'];0,798928515;0,4268888891399998;1;0,34105370627061965;Low;['Operating System Configuration'];
Mode 1;Engineer PC;IT-Tech-185;T1556.002;Password Filter DLL;defense-evasion; ['Windows'];0,798928515;0,0;1;0,0;Low;['Operating System Configuration'];
Mode 1;Engineer PC;IT-Tech-186;T1556.001;Domain Controller Authentication;credential-access; ['Windows'];0,798928515;0,4268888891399998;0,5;0,17052685313530982;Low;['Multi-factor Authentication', 'Privileged Process Integrity', 'Privileged Account Management'];
Mode 1;Engineer PC;IT-Tech-187;T1556.001;Domain Controller Authentication;defense-evasion; ['Windows'];0,798928515;0,0;0,5;0,0;Low;['Multi-factor Authentication', 'Privileged Process Integrity', 'Privileged Account Management'];
Mode 1;Engineer PC;IT-Tech-188;T1556;Modify Authentication Process;credential-access; ['Windows', 'Linux', 'macOS', 'Network'];2,515145325;0,4268888891399998;0,5;0,5368437969074569;Low;['Multi-factor Authentication', 'Privileged Process Integrity', 'Operating System Configuration', 'Restrict File and Directory Permissions', 'Privileged Account Management'];
Mode 1;Engineer PC;IT-Tech-189;T1556;Modify Authentication Process;defense-evasion; ['Windows', 'Linux', 'macOS', 'Network'];2,515145325;0,0;0,5;0,0;Low;['Multi-factor Authentication', 'Privileged Process Integrity', 'Operating System Configuration', 'Restrict File and Directory Permissions', 'Privileged Account Management'];
Mode 1;Engineer PC;IT-Tech-190;T1056.004;Credential API Hooking;collection; ['Windows'];0,798928515;0,0;1;0,0;Low;[];
Mode 1;Engineer PC;IT-Tech-191;T1056.004;Credential API Hooking;credential-access; ['Windows'];0,798928515;0,4268888891399998;1;0,34105370627061965;Low;[];
Mode 1;Engineer PC;IT-Tech-192;T1056.003;Web Portal Capture;collection; ['Linux', 'macOS', 'Windows'];2,515145325;0,0;0,5;0,0;Low;['Privileged Account Management'];
Mode 1;Engineer PC;IT-Tech-193;T1056.003;Web Portal Capture;credential-access; ['Linux', 'macOS', 'Windows'];2,515145325;0,4268888891399998;0,5;0,5368437969074569;Low;['Privileged Account Management'];
Mode 1;Engineer PC;IT-Tech-194;T1056.002;GUI Input Capture;collection; ['macOS', 'Windows'];1,338161748;0,0;0,55;0,0;Low;['User Training'];
